published_at,symbol,code,name,title,direction,categories,down_occurrence_30d,tencent_url,pdf_url
2026-08-19T20:36:52+08:00,sz002346,002346,柘中股份,柘中股份：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz002346/gp/notice/nos1225483816,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225483816.PDF
2026-08-19T19:09:12+08:00,sz000020,000020,深华发Ａ,深华发Ａ：深华发股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz000020/gp/notice/nos1225483145,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225483145.PDF
2026-08-19T19:05:11+08:00,sz000526,000526,学大教育,学大教育：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz000526/gp/notice/nos1225482713,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482713.PDF
2026-08-19T18:34:08+08:00,sz300598,300598,诚迈科技,诚迈科技：股票交易异常波动公告,up,,,https://gu.qq.com/sz300598/gp/notice/nos1225483085,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225483085.PDF
2026-08-19T18:23:10+08:00,sz300970,300970,华绿生物,华绿生物：股票交易异常波动公告,up,,,https://gu.qq.com/sz300970/gp/notice/nos1225482926,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482926.PDF
2026-08-19T18:19:07+08:00,sz301106,301106,骏成科技,骏成科技：关于股票交易异常波动的公告,up,,,https://gu.qq.com/sz301106/gp/notice/nos1225482862,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482862.PDF
2026-08-19T18:16:16+08:00,sh600165,600165,ST宁科,ST宁科：关于《宁夏中科生物科技股份有限公司股票交易异常波动询证函》的回函,unknown,,,https://gu.qq.com/sh600165/gp/notice/nos1225483130,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225483130.PDF
2026-08-19T18:16:16+08:00,sh600165,600165,ST宁科,ST宁科：ST宁科股票交易异常波动暨风险提示性公告,up,20%偏离异动,,https://gu.qq.com/sh600165/gp/notice/nos1225483124,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225483124.PDF
2026-08-19T18:13:43+08:00,sz002953,002953,日丰股份,日丰股份：股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sz002953/gp/notice/nos1225482789,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482789.PDF
2026-08-19T18:10:16+08:00,sz002041,002041,登海种业,登海种业：股票交易异常波动公告,up,,,https://gu.qq.com/sz002041/gp/notice/nos1225482714,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482714.PDF
2026-08-19T17:50:56+08:00,sh600613,600613,神奇制药,神奇制药：上海神奇制药投资管理股份有限公司关于股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sh600613/gp/notice/nos1225482692,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482692.PDF
2026-08-19T17:47:19+08:00,sh603887,603887,城地香江,城地香江：谢晓东关于收到《上海城地香江数据科技股份有限公司股票交易异常波动问询函》的回复,unknown,,,https://gu.qq.com/sh603887/gp/notice/nos1225482693,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482693.PDF
2026-08-19T17:47:19+08:00,sh603887,603887,城地香江,城地香江：上海城地香江数据科技股份有限公司股票交易异常波动公告,down,20%偏离异动,1,https://gu.qq.com/sh603887/gp/notice/nos1225482682,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482682.PDF
2026-08-19T17:45:49+08:00,sz000505,000505,京粮控股,京粮控股：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz000505/gp/notice/nos1225482493,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482493.PDF
2026-08-19T17:43:28+08:00,sh600371,600371,万向德农,万向德农：万向德农股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh600371/gp/notice/nos1225482659,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482659.PDF
2026-08-19T17:39:19+08:00,sh603580,603580,艾艾精工,艾艾精工：艾艾精工股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh603580/gp/notice/nos1225482572,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482572.PDF
2026-08-19T17:36:15+08:00,sh603395,603395,红四方,红四方：红四方股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh603395/gp/notice/nos1225482518,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482518.PDF
2026-08-19T17:24:27+08:00,sz001260,001260,坤泰股份,坤泰股份：股票交易异常波动公告,down,20%偏离异动,1,https://gu.qq.com/sz001260/gp/notice/nos1225482165,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482165.PDF
2026-08-19T17:13:59+08:00,sh600127,600127,金健米业,金健米业：金健米业关于股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sh600127/gp/notice/nos1225482275,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225482275.PDF
2026-08-19T16:44:27+08:00,sh600313,600313,农发种业,农发种业：中农发种业集团股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh600313/gp/notice/nos1225481812,https://file.finance.qq.com/finance/hs/pdf/2026/08/20/1225481812.PDF
2026-08-18T20:38:14+08:00,sz002081,002081,金 螳 螂,金 螳 螂：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz002081/gp/notice/nos1225480964,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225480964.PDF
2026-08-18T19:32:11+08:00,sz300345,300345,华民股份,华民股份：股票交易异常波动公告,up,,,https://gu.qq.com/sz300345/gp/notice/nos1225480790,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225480790.PDF
2026-08-18T19:02:09+08:00,sz002820,002820,桂发祥,桂发祥：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz002820/gp/notice/nos1225480568,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225480568.PDF
2026-08-18T18:46:23+08:00,sh605179,605179,一鸣食品,一鸣食品：股票交易严重异常波动暨风险提示公告,up,30日偏离/严重异动,,https://gu.qq.com/sh605179/gp/notice/nos1225480589,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225480589.PDF
2026-08-18T18:32:07+08:00,sz300570,300570,太辰光,太辰光：关于股票交易异常波动的公告,up,,,https://gu.qq.com/sz300570/gp/notice/nos1225480371,https://file.finance.qq.com/finance/hs/pdf/2026/08/18/1225480371.PDF
2026-08-18T18:26:18+08:00,sz300313,300313,天山生物,天山生物：股票交易异常波动公告,up,,,https://gu.qq.com/sz300313/gp/notice/nos1225480325,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225480325.PDF
2026-08-18T18:22:07+08:00,sz300684,300684,中石科技,中石科技：关于股票交易严重异常波动的公告,up,,,https://gu.qq.com/sz300684/gp/notice/nos1225480246,https://file.finance.qq.com/finance/hs/pdf/2026/08/18/1225480246.PDF
2026-08-18T18:13:08+08:00,sz002515,002515,金字火腿,金字火腿：关于股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sz002515/gp/notice/nos1225480234,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225480234.PDF
2026-08-18T18:12:36+08:00,sh600353,600353,旭光电子,旭光电子：旭光电子股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh600353/gp/notice/nos1225480358,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225480358.PDF
2026-08-18T18:09:35+08:00,sz300243,300243,瑞丰高材,瑞丰高材：关于股票交易异常波动的公告,up,,,https://gu.qq.com/sz300243/gp/notice/nos1225480152,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225480152.PDF
2026-08-18T18:08:08+08:00,sz301282,301282,金禄电子,金禄电子：股票交易异常波动公告,up,,,https://gu.qq.com/sz301282/gp/notice/nos1225480173,https://file.finance.qq.com/finance/hs/pdf/2026/08/18/1225480173.PDF
2026-08-18T17:55:04+08:00,sh600272,600272,开开实业,开开实业：关于上海开开实业股份有限公司股票交易异常波动的问询函的回函,unknown,,,https://gu.qq.com/sh600272/gp/notice/nos1225480175,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225480175.PDF
2026-08-18T17:55:04+08:00,sh600272,600272,开开实业,开开实业：股票交易异常波动暨风险提示公告,up,20%偏离异动,,https://gu.qq.com/sh600272/gp/notice/nos1225480181,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225480181.PDF
2026-08-18T17:54:08+08:00,sz301516,301516,中远通,中远通：关于股票交易异常波动的公告,up,,,https://gu.qq.com/sz301516/gp/notice/nos1225480093,https://file.finance.qq.com/finance/hs/pdf/2026/08/18/1225480093.PDF
2026-08-18T17:49:20+08:00,sz000620,000620,盈新发展,盈新发展：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz000620/gp/notice/nos1225479997,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225479997.PDF
2026-08-18T17:48:08+08:00,sz300189,300189,神农种业,神农种业：股票交易异常波动公告,up,,,https://gu.qq.com/sz300189/gp/notice/nos1225480023,https://file.finance.qq.com/finance/hs/pdf/2026/08/18/1225480023.PDF
2026-08-18T17:25:03+08:00,sh603936,603936,博敏电子,博敏电子：博敏电子股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh603936/gp/notice/nos1225479941,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225479941.PDF
2026-08-18T17:22:53+08:00,sh605286,605286,同力天启,同力天启：同力天启关于股票交易异常波动的公告,down,20%偏离异动,1,https://gu.qq.com/sh605286/gp/notice/nos1225479949,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225479949.PDF
2026-08-18T17:04:45+08:00,sz000802,000802,北京文化,北京文化：股票交易异常波动公告,down,20%偏离异动,1,https://gu.qq.com/sz000802/gp/notice/nos1225479351,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225479351.PDF
2026-08-18T16:59:11+08:00,sh603958,603958,哈森股份,哈森股份：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh603958/gp/notice/nos1225479644,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225479644.PDF
2026-08-18T16:39:37+08:00,sz002047,002047,宝鹰股份,宝鹰股份：关于股票交易异常波动的公告,down,20%偏离异动,1,https://gu.qq.com/sz002047/gp/notice/nos1225479225,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225479225.PDF
2026-08-18T16:23:27+08:00,sh603089,603089,正裕工业,正裕工业：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh603089/gp/notice/nos1225479218,https://file.finance.qq.com/finance/hs/pdf/2026/08/19/1225479218.PDF
2026-08-18T00:00:00+08:00,bj920087,920087,秋乐种业,[临时公告]秋乐种业:股票交易异常波动公告,unknown,正文解析失败，需人工核验,,https://gu.qq.com/bj920087/gp/notice/nosnob100022172037,
